,ts,y,origin
102,1970-04-13,-6.934084371570601,RW
103,1970-04-14,-6.2349920598294055,RW
104,1970-04-15,-4.315909753485936,RW
105,1970-04-16,-4.1607057812874535,RW
106,1970-04-17,-5.183668150236756,RW
107,1970-04-18,-4.076730679731387,RW
108,1970-04-19,-3.9934262802394342,RW
109,1970-04-20,-4.204358364287114,RW
110,1970-04-21,-6.116851363530122,RW
111,1970-04-22,-5.627767533296343,RW
112,1970-04-23,-6.25828140610645,RW
113,1970-04-24,-3.7694694553627386,RW
114,1970-04-25,-4.849269277909607,RW
115,1970-04-26,-4.773192893831968,RW
116,1970-04-27,-5.290756760765858,RW
117,1970-04-28,-4.686751447078645,RW
118,1970-04-29,-1.5383733898989385,RW
119,1970-04-30,-1.5026497360623263,RW
120,1970-05-01,-1.0566749305100012,RW
121,1970-05-02,-1.2455540167979628,RW
122,1970-05-03,-0.7126030536554957,RW
123,1970-05-04,-1.652083501761087,RW
124,1970-05-05,-1.783874962663019,RW
125,1970-05-06,-1.853125575785247,RW
126,1970-05-07,-1.1575880759325288,RW
127,1970-05-08,-1.0241573800862878,RW
128,1970-05-09,-1.1196920314257208,RW
129,1970-05-10,-0.44763482568996127,RW
130,1970-05-11,-1.187128476471008,RW
131,1970-05-12,-0.9654712428483327,RW
132,1970-05-13,-2.157377736657549,RW
133,1970-05-14,-3.4783518522266426,RW
134,1970-05-15,-4.506649904314407,RW
135,1970-05-16,-5.4975710402411195,RW
136,1970-05-17,-4.473845594497796,RW
137,1970-05-18,-4.874271450545669,RW
138,1970-05-19,-4.026403791995841,RW
139,1970-05-20,-5.938652299161434,RW
140,1970-05-21,-6.377394700938792,RW
141,1970-05-22,-7.971856170885609,RW
142,1970-05-23,-7.402409001289175,RW
143,1970-05-24,-8.764132354927945,RW
144,1970-05-25,-6.455897097733408,RW
145,1970-05-26,-6.19767407075156,RW
146,1970-05-27,-5.992791123497107,RW
147,1970-05-28,-4.590523279207112,RW
148,1970-05-29,-3.492550622483643,RW
149,1970-05-30,-2.9591494641615497,RW
150,1970-05-31,-1.9451317739904068,RW
151,1970-06-01,-1.9579524436937028,RW
152,1970-06-02,-0.6993638422499129,RW
153,1970-06-03,-0.710016330131534,RW
154,1970-06-04,0.3558367916400106,RW
155,1970-06-05,-0.08069197395254879,RW
156,1970-06-06,-0.09615120571666874,RW
157,1970-06-07,0.16825882998568548,RW
158,1970-06-08,-0.004664967844484308,RW
159,1970-06-09,0.16502209634266032,RW
160,1970-06-10,0.6021000645276119,RW
161,1970-06-11,0.8181409920792012,RW
162,1970-06-12,0.3612366209824856,RW
163,1970-06-13,-0.8087668475763001,RW
164,1970-06-14,-0.7450851767772576,RW
165,1970-06-15,-1.4301523631943205,RW
166,1970-06-16,-0.7996588978955211,RW
167,1970-06-17,-2.4760044887807107,RW
168,1970-06-18,-3.614474416005943,RW
169,1970-06-19,-3.846176205043804,RW
170,1970-06-20,-2.915991998363837,RW
171,1970-06-21,-0.9998580882956243,RW
172,1970-06-22,-0.7024996890291317,RW
173,1970-06-23,-0.6289831512961797,RW
174,1970-06-24,1.6459300315280807,RW
175,1970-06-25,-0.023183130297079746,RW
176,1970-06-26,-0.4384184097861623,RW
177,1970-06-27,-0.9808244301990271,RW
178,1970-06-28,-0.356467109241678,RW
179,1970-06-29,0.3993588553929438,RW
180,1970-06-30,0.46354327034107623,RW
181,1970-07-01,-0.9509699419483952,RW
182,1970-07-02,-2.1258502585266097,RW
183,1970-07-03,-3.5107173517957606,RW
184,1970-07-04,-2.5786667411444473,RW
185,1970-07-05,-2.382757287211444,RW
186,1970-07-06,-3.700015103887856,RW
187,1970-07-07,-3.7779287134913386,RW
188,1970-07-08,-4.952391409610886,RW
189,1970-07-09,-6.372498428732125,RW
190,1970-07-10,-4.309825069103267,RW
191,1970-07-11,-2.8340698161110023,RW
192,1970-07-12,-2.01542158524082,RW
193,1970-07-13,-1.4552523512217774,RW
194,1970-07-14,0.04882536137012816,RW
195,1970-07-15,-0.3350870900533168,RW
196,1970-07-16,-0.36127391073763665,RW
197,1970-07-17,-0.027813151184421736,RW
198,1970-07-18,0.16795489985458503,RW
199,1970-07-19,-0.8577517646099477,RW
200,1970-07-20,2.2327906702914,RW
201,1970-07-21,4.387621381858743,RW
202,1970-07-22,3.0772059918672667,RW
203,1970-07-23,4.1029234602328994,RW
204,1970-07-24,4.267996755118973,RW
205,1970-07-25,5.463146303733215,RW
206,1970-07-26,5.3400652358306635,RW
207,1970-07-27,5.375594145916669,RW
208,1970-07-28,4.76488406586583,RW
209,1970-07-29,2.3264508775571056,RW
210,1970-07-30,2.50122042102633,RW
211,1970-07-31,1.9128578724206424,RW
212,1970-08-01,3.9042655564819633,RW
213,1970-08-02,2.6205273236477575,RW
214,1970-08-03,0.6302859325188419,RW
215,1970-08-04,0.31099018285258484,RW
216,1970-08-05,0.09722187382330849,RW
217,1970-08-06,-0.8680389895916714,RW
218,1970-08-07,-0.40121531941963356,RW
219,1970-08-08,-1.7852739977455616,RW
220,1970-08-09,-2.0211313020465465,RW
221,1970-08-10,0.30011658620390014,RW
222,1970-08-11,1.3033919754455319,RW
223,1970-08-12,1.2028483399130032,RW
224,1970-08-13,2.0154079783834686,RW
225,1970-08-14,2.8436653227298585,RW
226,1970-08-15,2.532690583699236,RW
227,1970-08-16,3.1095369264092203,RW
228,1970-08-17,5.147997804399887,RW
229,1970-08-18,4.299002202614974,RW
230,1970-08-19,3.9641880364349387,RW
231,1970-08-20,3.553154998558692,RW
232,1970-08-21,1.6883500627448302,RW
233,1970-08-22,2.192630785949513,RW
234,1970-08-23,2.273638848717765,RW
235,1970-08-24,1.4053253086789579,RW
236,1970-08-25,0.06407297989613725,RW
237,1970-08-26,-1.193886581550015,RW
238,1970-08-27,-0.8005683256187677,RW
239,1970-08-28,-0.21429940473452536,RW
240,1970-08-29,-0.6431703775473502,RW
241,1970-08-30,-1.2313771865475696,RW
242,1970-08-31,-2.6621061851830827,RW
243,1970-09-01,-2.1369951968613363,RW
244,1970-09-02,0.3134536600228368,RW
245,1970-09-03,0.25137117409494186,RW
246,1970-09-04,-0.9309309682671552,RW
247,1970-09-05,-0.5164595073996414,RW
248,1970-09-06,-1.6270541514162753,RW
249,1970-09-07,-1.7408910177813122,RW
250,1970-09-08,-2.0037464792429027,RW
251,1970-09-09,-1.4830293011201974,RW
252,1970-09-10,-2.9104801891932945,RW
253,1970-09-11,-2.5534056512556482,RW
254,1970-09-12,-2.1092383301171287,RW
255,1970-09-13,-3.4554035886190806,RW
256,1970-09-14,-4.506188802292387,RW
257,1970-09-15,-5.5835345436600345,RW
258,1970-09-16,-7.41428065400946,RW
259,1970-09-17,-8.575256732005919,RW
260,1970-09-18,-9.991972690581944,RW
261,1970-09-19,-11.121120847606326,RW
262,1970-09-20,-10.676722943811297,RW
263,1970-09-21,-9.295308292272484,RW
264,1970-09-22,-9.32766154397007,RW
265,1970-09-23,-9.054446056763767,RW
266,1970-09-24,-9.91488835729943,RW
267,1970-09-25,-7.955021442655012,RW
268,1970-09-26,-7.974845474030907,RW
269,1970-09-27,-8.674031033057398,RW
270,1970-09-28,-8.398642493533412,RW
271,1970-09-29,-7.80490620239771,RW
272,1970-09-30,-5.576461478003038,RW
273,1970-10-01,-4.606532770035689,RW
274,1970-10-02,-4.585509491416683,RW
275,1970-10-03,-4.65643648187558,RW
276,1970-10-04,-4.309914208749863,RW
277,1970-10-05,-5.142899717185862,RW
278,1970-10-06,-5.362832585279558,RW
279,1970-10-07,-5.305105496941531,RW
280,1970-10-08,-4.4648717613203805,RW
281,1970-10-09,-4.391231631674683,RW
282,1970-10-10,-4.317576514043421,RW
283,1970-10-11,-5.798679514874924,RW
284,1970-10-12,-7.0818236731244255,RW
285,1970-10-13,-7.6090732697999615,RW
286,1970-10-14,-8.887887361637437,RW
287,1970-10-15,-9.686358148351593,RW
288,1970-10-16,-7.757467326039643,RW
289,1970-10-17,-6.2193996113759,RW
290,1970-10-18,-7.771108542132347,RW
291,1970-10-19,-5.966055978450562,RW
292,1970-10-20,-4.679939260198984,RW
293,1970-10-21,-4.8600218024061075,RW
294,1970-10-22,-5.661015754355353,RW
295,1970-10-23,-5.187768673528636,RW
296,1970-10-24,-4.062879263109968,RW
297,1970-10-25,-2.962931049999846,RW
298,1970-10-26,-3.3000038176136592,RW
299,1970-10-27,-3.392508210770521,RW
300,1970-10-28,-3.0868835642453405,RW
301,1970-10-29,-4.718265080596469,RW
302,1970-10-30,-5.388031604779647,RW
303,1970-10-31,-5.090132656273245,RW
304,1970-11-01,-4.799227283406838,RW
305,1970-11-02,-3.784225524400715,RW
306,1970-11-03,-4.2422234407509745,RW
307,1970-11-04,-3.5231421418008404,RW
308,1970-11-05,-3.383565388053339,RW
309,1970-11-06,-1.1708881176492407,RW
310,1970-11-07,-1.3349629801966219,RW
311,1970-11-08,-0.5234988258030417,RW
312,1970-11-09,-0.00743863619995877,RW
313,1970-11-10,-1.05565753251467,RW
314,1970-11-11,-1.1665205943078434,RW
315,1970-11-12,-1.085252772586715,RW
316,1970-11-13,-2.170053842445362,RW
317,1970-11-14,-2.1314479710978134,RW
318,1970-11-15,-0.19344098242004315,RW
319,1970-11-16,1.2477075391035601,RW
320,1970-11-17,1.1684265480228135,RW
321,1970-11-18,1.6195371530639406,RW
322,1970-11-19,2.487337610200547,RW
323,1970-11-20,3.021710709946417,RW
324,1970-11-21,5.624955742756318,RW
325,1970-11-22,5.53288513429697,RW
326,1970-11-23,4.30521231781008,RW
327,1970-11-24,4.650244387603932,RW
328,1970-11-25,4.847405233719967,RW
329,1970-11-26,6.374613558071144,RW
330,1970-11-27,6.019313658654882,RW
331,1970-11-28,4.850785483043824,RW
332,1970-11-29,5.850602861364506,RW
333,1970-11-30,5.424563799305829,RW
334,1970-12-01,5.807369930010469,RW
335,1970-12-02,6.303908380631537,RW
336,1970-12-03,6.651599782873539,RW
337,1970-12-04,5.1182784703323465,RW
338,1970-12-05,4.590582215396643,RW
339,1970-12-06,4.610395967597028,RW
340,1970-12-07,6.765392488278771,RW
341,1970-12-08,5.500384597300207,RW
342,1970-12-09,5.051767676553749,RW
343,1970-12-10,5.489119393495243,RW
344,1970-12-11,4.102338089570473,RW
345,1970-12-12,4.277728869773498,RW
346,1970-12-13,3.385604177298882,RW
347,1970-12-14,3.2468540680423605,RW
348,1970-12-15,2.428340912167534,RW
349,1970-12-16,1.9457071292265504,RW
350,1970-12-17,0.12188796946636637,RW
351,1970-12-18,0.9081835624732364,RW
352,1970-12-19,1.9222100795394745,RW
353,1970-12-20,1.909941053804423,RW
354,1970-12-21,1.7958064544745982,RW
355,1970-12-22,2.1974986597306905,RW
356,1970-12-23,2.7633760531698277,RW
357,1970-12-24,3.700243992314228,RW
358,1970-12-25,1.9099643974308318,RW
359,1970-12-26,0.17082968485434602,RW
360,1970-12-27,-0.3431092543467066,RW
361,1970-12-28,0.07977669285885308,RW
362,1970-12-29,0.47409820981697615,RW
363,1970-12-30,1.7463715476325148,RW
364,1970-12-31,1.2740448226694914,RW
365,1971-01-01,1.1558139131782406,RW
366,1971-01-02,0.7569590622352509,RW
367,1971-01-03,0.799753793217141,RW
368,1971-01-04,2.5652434796804497,RW
369,1971-01-05,3.0798270151378104,RW
370,1971-01-06,2.3888360695992397,RW
371,1971-01-07,3.508695880656962,RW
372,1971-01-08,3.707480187096628,RW
373,1971-01-09,4.999771354987164,RW
374,1971-01-10,4.58672917813851,RW
375,1971-01-11,2.454846341644891,RW
376,1971-01-12,1.6393297404740148,RW
377,1971-01-13,1.0507420307091395,RW
378,1971-01-14,0.7900522857522778,RW
379,1971-01-15,-0.5789641516423611,RW
380,1971-01-16,-0.8997430822509991,RW
381,1971-01-17,-2.6832415215326155,RW
382,1971-01-18,-3.208913735364697,RW
383,1971-01-19,-1.462579925778578,RW
384,1971-01-20,-2.8128346228579595,RW
385,1971-01-21,-1.4055905359395893,RW
386,1971-01-22,-1.4014400290522429,RW
387,1971-01-23,-1.8080209190212932,RW
388,1971-01-24,-2.8101831044185532,RW
389,1971-01-25,-2.4563670654071226,RW
390,1971-01-26,-4.111296724551753,RW
391,1971-01-27,-4.619098315029165,RW
392,1971-01-28,-5.276099506725031,RW
393,1971-01-29,-5.455840918118753,RW
394,1971-01-30,-4.546411493811558,RW
395,1971-01-31,-4.814568944219759,RW
396,1971-02-01,-3.8084590742470716,RW
397,1971-02-02,-5.851136337266093,RW
398,1971-02-03,-5.887538334484623,RW
399,1971-02-04,-6.398576149499096,RW
400,1971-02-05,-9.901522354194416,RW
401,1971-02-06,-9.081074136429327,RW
402,1971-02-07,-9.150993082994722,RW
403,1971-02-08,-7.795839458681577,RW
404,1971-02-09,-7.764700168252883,RW
405,1971-02-10,-7.406399891679035,RW
406,1971-02-11,-8.148205938653932,RW
407,1971-02-12,-9.744308423590274,RW
408,1971-02-13,-11.063430806867185,RW
409,1971-02-14,-11.714888651480361,RW
410,1971-02-15,-11.717918824482961,RW
411,1971-02-16,-11.384941917440747,RW
412,1971-02-17,-10.437592091716311,RW
413,1971-02-18,-10.769660973121452,RW
414,1971-02-19,-9.423505061622523,RW
415,1971-02-20,-10.187700584701998,RW
416,1971-02-21,-8.979797809220798,RW
417,1971-02-22,-8.9472712869806,RW
418,1971-02-23,-9.509951902387852,RW
419,1971-02-24,-8.471385769042428,RW
420,1971-02-25,-8.288502603810931,RW
421,1971-02-26,-9.033452941676629,RW
422,1971-02-27,-8.471159765407304,RW
423,1971-02-28,-7.197136895925108,RW
424,1971-03-01,-7.775795831187532,RW
425,1971-03-02,-8.380255464119761,RW
426,1971-03-03,-8.180727897894533,RW
427,1971-03-04,-7.950918507879836,RW
428,1971-03-05,-6.656458113305035,RW
429,1971-03-06,-6.346592058155705,RW
430,1971-03-07,-7.703752741437949,RW
431,1971-03-08,-8.688753259924521,RW
432,1971-03-09,-9.690621552284151,RW
433,1971-03-10,-10.168364452361354,RW
434,1971-03-11,-9.939158044430137,RW
435,1971-03-12,-8.77274781147193,RW
436,1971-03-13,-7.212139090959649,RW
437,1971-03-14,-7.546259635713346,RW
438,1971-03-15,-9.897097182962407,RW
439,1971-03-16,-8.191859810173428,RW
440,1971-03-17,-6.395168075930313,RW
441,1971-03-18,-6.397433956250357,RW
442,1971-03-19,-5.256882066307265,RW
443,1971-03-20,-7.152676816726713,RW
444,1971-03-21,-6.883423641066988,RW
445,1971-03-22,-4.654485576470493,RW
446,1971-03-23,-4.821735217573105,RW
447,1971-03-24,-4.66411327758808,RW
448,1971-03-25,-4.074362090110858,RW
449,1971-03-26,-3.235846002067727,RW
450,1971-03-27,-4.180367115549087,RW
451,1971-03-28,-6.276422312866059,RW
452,1971-03-29,-6.425064375073383,RW
453,1971-03-30,-4.840345389532516,RW
454,1971-03-31,-3.9403487611227046,RW
455,1971-04-01,-3.9432128857189555,RW
456,1971-04-02,-3.042693766022076,RW
457,1971-04-03,-0.5542757003262269,RW
458,1971-04-04,-0.8864257878149949,RW
459,1971-04-05,-1.5458830536365944,RW
460,1971-04-06,-2.062767665523025,RW
461,1971-04-07,-1.0586296793986905,RW
462,1971-04-08,-0.5653538833402321,RW
463,1971-04-09,-2.0478261011761267,RW
464,1971-04-10,-2.7882618965801376,RW
465,1971-04-11,-3.360164132086015,RW
466,1971-04-12,-4.248380327413008,RW
467,1971-04-13,-4.120592550279781,RW
468,1971-04-14,-3.702139580683132,RW
469,1971-04-15,-4.921189741059536,RW
470,1971-04-16,-4.230968213422681,RW
471,1971-04-17,-3.9674037876639168,RW
472,1971-04-18,-3.8325239175458155,RW
473,1971-04-19,-4.083339522577391,RW
474,1971-04-20,-3.5730107923217007,RW
475,1971-04-21,-3.0475151320277933,RW
476,1971-04-22,-3.043491559772957,RW
477,1971-04-23,-3.0030879737338254,RW
478,1971-04-24,-1.871101001994697,RW
479,1971-04-25,-0.960018193741804,RW
480,1971-04-26,-1.6852957660322532,RW
481,1971-04-27,-2.6847526242706774,RW
482,1971-04-28,-1.4378114279251881,RW
483,1971-04-29,-1.8362330645137483,RW
484,1971-04-30,-3.0602225308507824,RW
485,1971-05-01,-3.3863156428622005,RW
486,1971-05-02,-4.76948852957456,RW
487,1971-05-03,-5.103066531078274,RW
488,1971-05-04,-5.520613264177499,RW
489,1971-05-05,-5.2079043287626,RW
490,1971-05-06,-7.182671836963595,RW
491,1971-05-07,-7.385901877679704,RW
492,1971-05-08,-8.113199915030885,RW
493,1971-05-09,-7.438143602168342,RW
494,1971-05-10,-8.27591229871744,RW
495,1971-05-11,-6.614030849735972,RW
496,1971-05-12,-8.163115480032378,RW
497,1971-05-13,-6.203741281128101,RW
498,1971-05-14,-5.622091967673438,RW
499,1971-05-15,-5.408247971336482,RW
500,1971-05-16,-4.206000400236708,RW
501,1971-05-17,-3.6353755400556156,RW
502,1971-05-18,-2.5318428604035574,RW
503,1971-05-19,-2.5224956347512926,RW
504,1971-05-20,-3.1183240746679526,RW
505,1971-05-21,-4.648986712545223,RW
506,1971-05-22,-3.831564072099432,RW
507,1971-05-23,-2.6917986575253243,RW
508,1971-05-24,-3.69942825673673,RW
509,1971-05-25,-4.976007107452227,RW
510,1971-05-26,-7.224472250180039,RW
511,1971-05-27,-7.160021439033364,RW
512,1971-05-28,-6.750472977033705,RW
513,1971-05-29,-7.985214438671041,RW
514,1971-05-30,-8.55820569958114,RW
515,1971-05-31,-6.670625404986674,RW
516,1971-06-01,-7.455765715256382,RW
517,1971-06-02,-7.721809005311478,RW
518,1971-06-03,-9.091505414470001,RW
519,1971-06-04,-8.18957370688376,RW
520,1971-06-05,-8.643441782523812,RW
521,1971-06-06,-8.929444030449165,RW
522,1971-06-07,-8.961211665820171,RW
523,1971-06-08,-9.496931654982932,RW
524,1971-06-09,-10.134325005592885,RW
525,1971-06-10,-10.47566394608616,RW
526,1971-06-11,-10.225659813521585,RW
527,1971-06-12,-10.891295691607036,RW
528,1971-06-13,-9.98713603923581,RW
529,1971-06-14,-9.549913943258572,RW
530,1971-06-15,-10.706446859926091,RW
531,1971-06-16,-11.036866731498387,RW
532,1971-06-17,-7.563075115823398,RW
533,1971-06-18,-8.907045952567433,RW
534,1971-06-19,-7.6679620833813535,RW
535,1971-06-20,-8.121122059013514,RW
536,1971-06-21,-7.908111461942307,RW
537,1971-06-22,-8.857237404387815,RW
538,1971-06-23,-8.465548479396997,RW
539,1971-06-24,-8.471569291286679,RW
540,1971-06-25,-7.122592195580955,RW
541,1971-06-26,-7.562039000964863,RW
542,1971-06-27,-7.697788729888436,RW
543,1971-06-28,-7.76265311592132,RW
544,1971-06-29,-5.759757277696332,RW
545,1971-06-30,-4.8589134400930565,RW
546,1971-07-01,-6.177149004570849,RW
547,1971-07-02,-3.995464068542367,RW
548,1971-07-03,-4.549347849699156,RW
549,1971-07-04,-6.352963236368668,RW
550,1971-07-05,-5.548671542229687,RW
551,1971-07-06,-6.124458729274721,RW
552,1971-07-07,-6.39548683753826,RW
553,1971-07-08,-6.702127184409576,RW
554,1971-07-09,-6.6752965281105805,RW
555,1971-07-10,-8.098796210058786,RW
556,1971-07-11,-6.666382899073312,RW
557,1971-07-12,-6.416296931494463,RW
558,1971-07-13,-6.045090472029259,RW
559,1971-07-14,-6.180937476467241,RW
560,1971-07-15,-6.440984588583458,RW
561,1971-07-16,-5.375731896873763,RW
562,1971-07-17,-5.235501298005549,RW
563,1971-07-18,-5.03863969707046,RW
564,1971-07-19,-4.591707600768224,RW
565,1971-07-20,-5.022025895144489,RW
566,1971-07-21,-4.905822742014155,RW
567,1971-07-22,-6.059527764992442,RW
568,1971-07-23,-4.750397941009363,RW
569,1971-07-24,-8.047275137930589,RW
570,1971-07-25,-8.490874600750324,RW
571,1971-07-26,-7.817542583277348,RW
572,1971-07-27,-8.602889115011141,RW
573,1971-07-28,-9.184601556624456,RW
574,1971-07-29,-7.836514924010908,RW
575,1971-07-30,-8.842683608868116,RW
576,1971-07-31,-9.665654676935638,RW
577,1971-08-01,-10.74243205593678,RW
578,1971-08-02,-10.959458410293275,RW
579,1971-08-03,-10.12485272814642,RW
580,1971-08-04,-10.817253196014027,RW
581,1971-08-05,-9.893691107209586,RW
582,1971-08-06,-8.93774957500478,RW
583,1971-08-07,-10.71891909705818,RW
584,1971-08-08,-9.427006288495846,RW
585,1971-08-09,-10.087305785838195,RW
586,1971-08-10,-9.906469317925845,RW
587,1971-08-11,-10.44027465732709,RW
588,1971-08-12,-10.94183160264506,RW
589,1971-08-13,-10.156831292039621,RW
590,1971-08-14,-10.622703791557175,RW
591,1971-08-15,-9.50023918792063,RW
592,1971-08-16,-8.227338892120008,RW
593,1971-08-17,-8.827255837002799,RW
594,1971-08-18,-8.557468544564262,RW
595,1971-08-19,-7.9664172346173725,RW
596,1971-08-20,-7.506950278951756,RW
597,1971-08-21,-6.21634897788182,RW
598,1971-08-22,-4.736595634059149,RW
599,1971-08-23,-4.430236595562996,RW
600,1971-08-24,-3.187512620394747,RW
601,1971-08-25,-3.8568429397761066,RW
602,1971-08-26,-4.837060188441768,RW
603,1971-08-27,-3.1447133655914894,RW
604,1971-08-28,-3.7814420897391137,RW
605,1971-08-29,-4.860543349611124,RW
606,1971-08-30,-3.7670092905365946,RW
607,1971-08-31,-4.109274597520683,RW
608,1971-09-01,-5.047792962774643,RW
609,1971-09-02,-4.493972772713841,RW
610,1971-09-03,-5.771248216653553,RW
611,1971-09-04,-6.763739957680332,RW
612,1971-09-05,-6.595419606056805,RW
613,1971-09-06,-7.700800743780258,RW
614,1971-09-07,-9.504621163860456,RW
615,1971-09-08,-7.874711555575842,RW
616,1971-09-09,-8.960107367006906,RW
617,1971-09-10,-9.687527236587037,RW
618,1971-09-11,-10.33849533765217,RW
619,1971-09-12,-10.702234788112406,RW
620,1971-09-13,-11.184429223652858,RW
621,1971-09-14,-10.707537589315086,RW
622,1971-09-15,-10.79569059772272,RW
623,1971-09-16,-10.087085725185592,RW
624,1971-09-17,-10.02407993499592,RW
625,1971-09-18,-10.18964807421773,RW
626,1971-09-19,-10.021354493529424,RW
627,1971-09-20,-10.08712321088882,RW
628,1971-09-21,-10.905430155190794,RW
629,1971-09-22,-11.328464691908254,RW
630,1971-09-23,-12.669855100007144,RW
631,1971-09-24,-12.498190982814151,RW
632,1971-09-25,-13.280849055926854,RW
633,1971-09-26,-13.066879174548156,RW
634,1971-09-27,-12.77499209897688,RW
635,1971-09-28,-13.512009760253992,RW
636,1971-09-29,-11.856156911555491,RW
637,1971-09-30,-12.067764679876154,RW
638,1971-10-01,-12.90498432262648,RW
639,1971-10-02,-13.126251864308774,RW
640,1971-10-03,-13.610731804398062,RW
641,1971-10-04,-13.48728328989007,RW
642,1971-10-05,-13.47525698264207,RW
643,1971-10-06,-13.286630412127334,RW
644,1971-10-07,-13.446675712966213,RW
645,1971-10-08,-14.207786876572086,RW
646,1971-10-09,-13.210635878964949,RW
647,1971-10-10,-14.913074609495366,RW
648,1971-10-11,-13.890034209758385,RW
649,1971-10-12,-14.107870938802408,RW
650,1971-10-13,-14.035182751917059,RW
651,1971-10-14,-12.86816366948529,RW
652,1971-10-15,-14.875460735494393,RW
653,1971-10-16,-15.268193996202504,RW
654,1971-10-17,-15.372994715723927,RW
655,1971-10-18,-15.709354819786048,RW
656,1971-10-19,-15.423431579687087,RW
657,1971-10-20,-15.39242798847313,RW
658,1971-10-21,-15.206389847854645,RW
659,1971-10-22,-15.490775197399905,RW
660,1971-10-23,-16.184112612499682,RW
661,1971-10-24,-14.450114834380676,RW
662,1971-10-25,-13.091407858914177,RW
663,1971-10-26,-13.214930516555908,RW
